Contig_ID,Linkage_Group,Location_Used_Map_Creation,Location_SCL
G3_NODE_1823989_length_4353_cov_8.488628,GR19,49.273,
G3_NODE_1017433_length_3187_cov_8.467525,GR18,49.594,
G3_NODE_4633936_length_2573_cov_8.167509,GR12,49.645,
G3_NODE_997739_length_2662_cov_9.266341,GR2,49.693,
G3_NODE_4815457_length_1513_cov_5.597488,GR16,49.702,
G3_NODE_2494436_length_1576_cov_8.860406,GR8,49.765,
G3_NODE_2011810_length_1860_cov_7.227957,GR1,49.81,
G3_NODE_4445274_length_324_cov_6.182099,GR9,49.945,
G3_NODE_4632396_length_4295_cov_6.192084,GR18,49.958,
G3_NODE_872073_length_7460_cov_9.940617,GR6,50.027,
G3_NODE_3862708_length_2622_cov_6.057590,GR16,50.436,
G3_NODE_3899273_length_1971_cov_7.888889,GR3,50.478,
G3_NODE_611872_length_1580_cov_7.784177,GR9,50.485,
G3_NODE_3062431_length_5073_cov_7.615612,GR18,50.52,
G3_NODE_4650872_length_112_cov_13.267858,GR16,50.668,
G3_NODE_3069113_length_1990_cov_9.228141,GR17,50.748,
G3_NODE_3272521_length_2503_cov_8.469836,GR9,50.754,
G3_NODE_3927715_length_226_cov_4.234513,GR20,50.8,
G3_NODE_4845083_length_1610_cov_7.293789,GR8,51.036,
G3_NODE_3066961_length_3090_cov_8.775728,GR12,51.051,
G3_NODE_2121236_length_458_cov_11.229258,GR13,51.178,
G3_NODE_1511832_length_902_cov_9.197339,GR7,51.222,
G3_NODE_700824_length_1458_cov_9.555555,GR18,51.305,
G3_NODE_4055711_length_1847_cov_8.163508,GR16,51.508,
G3_NODE_3873788_length_6208_cov_8.239691,GR6,51.723,
G3_NODE_2484492_length_887_cov_7.713642,GR8,51.73,
G3_NODE_808823_length_1912_cov_9.377092,GR11,51.774,
G3_NODE_352770_length_2990_cov_6.777257,GR14,51.775,
G3_NODE_1070439_length_1671_cov_10.341113,GR18,51.911,
G3_NODE_169860_length_1116_cov_10.625448,GR8,52.127,
G3_NODE_2028362_length_2836_cov_8.757052,GR15,52.228,
G3_NODE_4588363_length_1791_cov_9.108878,GR16,52.28,
G3_NODE_4161538_length_1957_cov_5.951457,GR10,52.326,
G3_NODE_399765_length_436_cov_9.688073,GR16,52.524,
G3_NODE_4537452_length_6114_cov_7.781812,GR19,52.791,
G3_NODE_2195083_length_2698_cov_6.722387,GR8,52.835,
G3_NODE_1655066_length_1857_cov_8.320409,GR18,53.002,
G3_NODE_4442294_length_5136_cov_7.093458,GR9,53.011,
G3_NODE_239132_length_1159_cov_19.292494,GR18,53.06,
G3_NODE_1099267_length_1233_cov_9.811841,GR16,53.096,
G3_NODE_2003913_length_853_cov_6.793669,GR13,53.389,
G3_NODE_3464602_length_3575_cov_8.511608,GR2,53.574,
G3_NODE_3216068_length_484_cov_9.535124,GR6,53.612,
G3_NODE_3908839_length_904_cov_7.824115,GR18,53.663,
G3_NODE_508398_length_1637_cov_7.921808,GR9,53.777,
G3_NODE_26600_length_3900_cov_9.367435,GR3,53.805,
G3_NODE_1505317_length_931_cov_3.738990,GR8,53.828,
G3_NODE_1625448_length_1999_cov_8.402701,GR16,53.929,
G3_NODE_1944914_length_3404_cov_15.863689,GR11,54.227,
G3_NODE_1490022_length_548_cov_5.054745,GR9,54.239,
G3_NODE_868567_length_258_cov_14.755814,GR18,54.355,
G3_NODE_2684390_length_487_cov_8.334702,GR3,54.53,
G3_NODE_201424_length_3587_cov_9.285754,GR6,54.673,
G3_NODE_734893_length_1508_cov_10.843501,GR8,54.679,
G3_NODE_3009608_length_6040_cov_8.595860,GR19,54.759,
G3_NODE_2857432_length_863_cov_12.395133,GR5,54.898,
G3_NODE_644460_length_1243_cov_9.462590,GR9,54.961,
G3_NODE_5714305_length_1369_cov_9.002192,GR15,55.014,
G3_NODE_1571179_length_1412_cov_10.683428,GR11,55.22,
G3_NODE_3093237_length_821_cov_13.376370,GR14,55.233,
G3_NODE_2130045_length_3948_cov_8.181105,GR13,55.257,
G3_NODE_2018111_length_1056_cov_9.753788,GR18,55.463,
G3_NODE_2962269_length_3544_cov_5.395598,GR8,55.523,
G3_NODE_1270813_length_1897_cov_8.256721,GR7,55.55,
G3_NODE_222849_length_538_cov_5.968401,GR9,55.578,
G3_NODE_940096_length_478_cov_11.751046,GR16,55.621,
G3_NODE_1969685_length_2127_cov_8.669488,GR18,55.66,
G3_NODE_850369_length_150_cov_17.080000,GR19,55.8,
G3_NODE_5128769_length_4479_cov_6.629828,GR20,55.882,
G3_NODE_3706561_length_3077_cov_7.625609,GR2,56.115,
G3_NODE_2902543_length_340_cov_15.755882,GR6,56.123,
G3_NODE_862592_length_757_cov_11.435931,GR3,56.218,
G3_NODE_2202158_length_5630_cov_8.045293,GR12,56.504,
G3_NODE_2395542_length_116_cov_14.232759,GR12,56.644,
G3_NODE_2804415_length_3616_cov_7.592091,GR8,56.646,
G3_NODE_2453815_length_1264_cov_9.730222,GR9,56.647,
G3_NODE_5796605_length_1543_cov_6.342191,GR4,56.666,
G3_NODE_757948_length_2625_cov_9.495619,GR18,56.738,
G3_NODE_5097109_length_4440_cov_7.199550,GR6,56.828,
G3_NODE_918014_length_1541_cov_8.811810,GR15,56.923,
G3_NODE_3659180_length_574_cov_4.261324,GR18,56.974,
G3_NODE_3124648_length_377_cov_7.198939,GR4,57.027,
G3_NODE_385537_length_900_cov_9.884444,GR3,57.048,
G3_NODE_714191_length_3570_cov_8.560504,GR11,57.229,
G3_NODE_2813173_length_1574_cov_8.287802,GR18,57.428,
G3_NODE_276042_length_3606_cov_11.284248,GR16,57.452,
G3_NODE_2248002_length_802_cov_9.076060,GR8,57.458,
G3_NODE_2630561_length_2792_cov_8.737464,GR8,57.558,
G3_NODE_2848433_length_1596_cov_7.800125,GR7,57.568,
G3_NODE_1781055_length_414_cov_9.157004,GR9,57.568,
G3_NODE_1846031_length_1955_cov_6.385678,GR20,57.576,
G3_NODE_3291499_length_7756_cov_7.872099,GR13,57.752,
G3_NODE_59617_length_1229_cov_20.287226,GR11,57.769,
G3_NODE_3227255_length_3756_cov_7.819222,GR13,57.847,
G3_NODE_3202970_length_332_cov_12.192771,GR8,57.923,
G3_NODE_3058768_length_1597_cov_7.284909,GR10,58.091,
G3_NODE_120780_length_1849_cov_8.514332,GR6,58.128,
G3_NODE_3212589_length_5016_cov_8.386165,GR5,58.132,
G3_NODE_1937653_length_2277_cov_9.235397,GR19,58.167,
G3_NODE_4514780_length_2958_cov_7.584855,GR18,58.237,
G3_NODE_2785724_length_3355_cov_10.261699,GR4,58.482,
G3_NODE_2226859_length_433_cov_6.704388,GR6,58.542,
G3_NODE_224988_length_1454_cov_11.585970,GR3,58.565,
G3_NODE_680467_length_746_cov_10.316354,GR17,58.697,
G3_NODE_2458136_length_1835_cov_6.314441,GR9,58.807,
G3_NODE_249343_length_4466_cov_8.974474,GR11,59.001,
G3_NODE_4222118_length_1669_cov_7.463751,GR9,59.382,
G3_NODE_1883304_length_7614_cov_7.917126,GR20,59.454,
G3_NODE_411630_length_1597_cov_9.942392,GR2,59.467,
G3_NODE_2420777_length_1469_cov_6.503744,GR8,59.48,
G3_NODE_3528617_length_6613_cov_6.976108,GR3,59.549,
G3_NODE_5659462_length_3978_cov_6.907994,GR18,59.571,
G3_NODE_3861797_length_3006_cov_7.496673,GR2,59.682,
G3_NODE_3095970_length_3063_cov_7.820764,GR1,59.698,
G3_NODE_1160305_length_239_cov_10.958159,GR12,59.78,
G3_NODE_660025_length_3575_cov_7.537063,GR8,60,
G3_NODE_4396956_length_5921_cov_7.553792,GR6,60.034,
G3_NODE_2162748_length_2475_cov_8.272727,GR7,60.126,
G3_NODE_1935061_length_993_cov_12.822760,GR10,60.147,
G3_NODE_2616350_length_1988_cov_7.080986,GR10,60.15,
G3_NODE_3507452_length_102_cov_18.696079,GR8,60.279,
G3_NODE_914046_length_1564_cov_10.719310,GR13,60.737,
G3_NODE_4937891_length_2150_cov_7.091628,GR18,60.831,
G3_NODE_2070273_length_78_cov_14.025641,GR7,60.845,
G3_NODE_2725717_length_338_cov_12.671597,GR17,60.984,
G3_NODE_1334266_length_1606_cov_8.761519,GR9,61.013,
G3_NODE_1015094_length_2390_cov_10.455230,GR1,61.367,
G3_NODE_941024_length_1367_cov_7.756401,GR10,61.415,
G3_NODE_1999484_length_1471_cov_7.009517,GR14,61.612,
G3_NODE_4049886_length_137_cov_6.554745,GR10,61.686,
G3_NODE_3880542_length_6632_cov_6.653951,GR7,61.686,
G3_NODE_246743_length_937_cov_12.516542,GR16,61.836,
G3_NODE_3036152_length_7809_cov_8.656166,GR6,61.91,
G3_NODE_3351454_length_3425_cov_7.988613,GR19,61.929,
G3_NODE_97422_length_838_cov_10.778043,GR4,62.121,
G3_NODE_552889_length_2461_cov_8.481105,GR7,62.154,
G3_NODE_2859361_length_5914_cov_8.226919,GR7,62.505,
G3_NODE_4571948_length_149_cov_8.261744,GR11,62.626,
G3_NODE_1301750_length_2011_cov_12.440577,GR3,62.636,
G3_NODE_2067328_length_2778_cov_7.627790,GR15,62.72,
G3_NODE_2037834_length_2073_cov_8.448143,GR11,62.811,
G3_NODE_2124532_length_3481_cov_7.301638,GR14,62.827,
G3_NODE_926286_length_2800_cov_6.817143,GR9,62.859,
G3_NODE_1032835_length_3048_cov_10.487533,GR19,63.272,
G3_NODE_4815783_length_6784_cov_6.840360,GR7,63.422,
G3_NODE_2539750_length_337_cov_11.195846,GR2,63.59,
G3_NODE_4981456_length_2859_cov_6.522211,GR16,63.609,
G3_NODE_2846110_length_1957_cov_6.078692,GR6,64.019,
G3_NODE_127285_length_871_cov_10.764638,GR10,64.114,
G3_NODE_2292998_length_180_cov_16.927778,GR14,64.39,
G3_NODE_867087_length_4433_cov_7.200541,GR7,64.791,
G3_NODE_831173_length_712_cov_5.654494,GR9,64.794,
G3_NODE_1391862_length_1830_cov_8.801093,GR13,64.814,
G3_NODE_4020137_length_2447_cov_9.456477,GR15,64.884,
G3_NODE_6040828_length_4558_cov_6.951075,GR9,65.022,
G3_NODE_2016958_length_1642_cov_9.304506,GR1,65.076,
G3_NODE_4335773_length_2841_cov_7.699754,GR20,65.177,
G3_NODE_678284_length_1384_cov_10.221098,GR6,65.406,
G3_NODE_3101764_length_404_cov_9.061881,GR12,65.421,
G3_NODE_3343911_length_3152_cov_6.748731,GR10,65.589,
G3_NODE_546359_length_1585_cov_5.998107,GR2,65.613,
G3_NODE_2334497_length_4453_cov_7.239614,GR11,65.619,
G3_NODE_4551035_length_1414_cov_5.781471,GR11,65.652,
G3_NODE_1848899_length_831_cov_12.929001,GR19,65.707,
G3_NODE_4198370_length_2530_cov_7.343083,GR8,65.72,
G3_NODE_4540324_length_1189_cov_4.238015,GR18,65.81,
G3_NODE_4106088_length_494_cov_11.137651,GR7,65.883,
G3_NODE_3329788_length_2846_cov_8.735066,GR11,65.935,
G3_NODE_2004885_length_157_cov_10.853503,GR10,65.989,
G3_NODE_3089771_length_852_cov_10.048122,GR18,66.245,
G3_NODE_2433898_length_3740_cov_9.016845,GR16,66.5,
G3_NODE_1667653_length_2494_cov_7.311949,GR2,66.629,
G3_NODE_954084_length_2852_cov_6.693198,GR14,66.923,
G3_NODE_2910479_length_525_cov_6.672381,GR7,66.986,
G3_NODE_2773015_length_4588_cov_7.151264,GR15,66.99,
G3_NODE_781621_length_4097_cov_10.298756,GR1,67.073,
G3_NODE_1288213_length_441_cov_6.256236,GR11,67.142,
G3_NODE_4601539_length_2818_cov_6.310149,GR11,67.166,
G3_NODE_2009575_length_2323_cov_5.833405,GR16,67.213,
G3_NODE_5191165_length_136_cov_4.926471,GR12,67.428,
G3_NODE_2337199_length_5229_cov_7.460318,GR5,67.668,
G3_NODE_1806182_length_1529_cov_7.766514,GR8,67.731,
G3_NODE_3585582_length_1916_cov_8.837683,GR19,67.857,
G3_NODE_5277913_length_4635_cov_7.372168,GR14,67.932,
G3_NODE_1601855_length_5404_cov_6.771466,GR8,68.122,
G3_NODE_1662970_length_3372_cov_11.503856,GR9,68.122,
G3_NODE_1185749_length_906_cov_11.081677,GR11,68.243,
G3_NODE_1787920_length_694_cov_10.417868,GR15,68.595,
G3_NODE_587347_length_1675_cov_9.439403,GR11,68.726,
G3_NODE_545720_length_1211_cov_8.618497,GR6,68.754,
G3_NODE_4412228_length_503_cov_26.685884,GR4,68.767,
G3_NODE_769267_length_1283_cov_13.288386,GR20,68.847,
G3_NODE_2899472_length_7974_cov_8.807499,GR2,68.872,
G3_NODE_5332350_length_2260_cov_6.507965,GR10,68.907,
G3_NODE_2680419_length_1980_cov_9.661111,GR16,69.004,
G3_NODE_1665168_length_1303_cov_9.338449,GR18,69.371,
G3_NODE_968617_length_499_cov_12.280561,GR7,69.372,
G3_NODE_1479098_length_2305_cov_10.101519,GR12,69.554,
G3_NODE_2280649_length_2587_cov_8.527638,GR17,69.712,
G3_NODE_836484_length_1741_cov_9.890867,GR14,70.008,
G3_NODE_4277372_length_61_cov_66.704918,GR6,70.044,
G3_NODE_4869038_length_86_cov_4.279070,GR9,70.077,
G3_NODE_5298287_length_3144_cov_8.017176,GR7,70.143,
G3_NODE_5100536_length_4749_cov_8.285534,GR6,70.586,
G3_NODE_1907017_length_566_cov_7.938162,GR1,70.665,
G3_NODE_989836_length_1628_cov_10.820639,GR7,70.721,
G3_NODE_3910821_length_1201_cov_8.961699,GR2,70.803,
G3_NODE_2231897_length_1700_cov_7.377059,GR15,70.811,
G3_NODE_2587563_length_543_cov_7.723757,GR16,71.243,
G3_NODE_5788381_length_2329_cov_6.310004,GR13,71.314,
G3_NODE_2836918_length_3733_cov_8.501473,GR10,71.321,
G3_NODE_3297506_length_1114_cov_3.842908,GR14,71.371,
G3_NODE_5548706_length_66_cov_4.393939,GR3,71.428,
G3_NODE_2892048_length_154_cov_12.415585,GR12,71.846,
G3_NODE_854743_length_465_cov_7.787097,GR6,72.099,
G3_NODE_6149043_length_892_cov_12.443946,GR20,72.13,
G3_NODE_2011736_length_340_cov_9.267647,GR7,72.349,
G3_NODE_3942641_length_1400_cov_7.160000,GR12,72.354,
G3_NODE_1520246_length_496_cov_8.641129,GR9,72.517,
G3_NODE_45708_length_299_cov_6.264214,GR14,72.665,
G3_NODE_2879977_length_185_cov_12.502703,GR13,73.05,
G3_NODE_1093035_length_7777_cov_7.824225,GR19,73.07,
G3_NODE_992478_length_884_cov_10.782805,GR6,73.081,
G3_NODE_2837955_length_3889_cov_8.906917,GR1,73.35,
G3_NODE_4635936_length_3771_cov_8.185362,GR2,73.72,
G3_NODE_477261_length_4811_cov_8.092289,GR18,73.737,
G3_NODE_3957222_length_1905_cov_8.384777,GR3,73.772,
G3_NODE_3206154_length_2133_cov_7.604313,GR15,73.845,
G3_NODE_4338362_length_8121_cov_7.885605,GR16,73.897,
G3_NODE_4059759_length_4372_cov_6.022415,GR17,73.926,
G3_NODE_3650688_length_700_cov_11.597143,GR7,73.933,
G3_NODE_2024824_length_1712_cov_7.245911,GR6,73.998,
G3_NODE_630617_length_808_cov_9.570544,GR19,74.04,
G3_NODE_943405_length_1459_cov_7.592186,GR7,74.298,
G3_NODE_1458840_length_3436_cov_8.299767,GR6,74.67,
G3_NODE_1555258_length_1527_cov_13.796332,GR1,74.956,
G3_NODE_3722297_length_5278_cov_7.961917,GR11,74.966,
G3_NODE_4823587_length_4954_cov_9.484054,GR19,74.997,
G3_NODE_2522743_length_122_cov_16.655737,GR8,75.022,
G3_NODE_2919342_length_4817_cov_7.315341,GR8,75.104,
G3_NODE_1153384_length_1729_cov_7.768074,GR2,75.171,
G3_NODE_2287567_length_2725_cov_7.433762,GR10,75.223,
G3_NODE_59931_length_704_cov_14.396307,GR20,75.224,
G3_NODE_2371233_length_1106_cov_9.732368,GR14,75.268,
G3_NODE_1410567_length_1043_cov_11.175455,GR16,75.521,
G3_NODE_383050_length_6076_cov_8.613891,GR7,75.632,
G3_NODE_999737_length_5667_cov_7.701077,GR10,76.152,
G3_NODE_534396_length_216_cov_41.550926,GR6,76.219,
G3_NODE_130207_length_3161_cov_10.767162,GR19,76.317,
G3_NODE_1404011_length_216_cov_10.800926,GR4,76.409,
G3_NODE_4423424_length_192_cov_4.859375,GR9,76.409,
G3_NODE_3342022_length_1029_cov_12.933916,GR14,76.721,
G3_NODE_5789395_length_157_cov_7.401274,GR19,76.748,
G3_NODE_3073850_length_1603_cov_7.857143,GR6,76.762,
G3_NODE_4809714_length_2224_cov_7.468076,GR14,76.773,
G3_NODE_988229_length_3074_cov_11.243006,GR20,76.822,
G3_NODE_919930_length_1754_cov_8.771379,GR12,77.162,
G3_NODE_1404846_length_684_cov_11.856725,GR7,77.371,
G3_NODE_4220107_length_442_cov_12.914027,GR8,77.418,
G3_NODE_2969167_length_120_cov_9.808333,GR6,77.511,
G3_NODE_3519433_length_1480_cov_7.394595,GR12,77.528,
G3_NODE_397598_length_4453_cov_9.035707,GR11,77.6,
G3_NODE_4686961_length_3255_cov_7.138249,GR17,77.705,
G3_NODE_2889163_length_653_cov_14.880551,GR15,78.156,
G3_NODE_1111578_length_2249_cov_7.683859,GR6,78.257,
G3_NODE_1464699_length_707_cov_6.718529,GR11,78.427,
G3_NODE_2862960_length_2237_cov_7.350022,GR7,78.562,
G3_NODE_2200985_length_3687_cov_8.233252,GR20,78.594,
G3_NODE_1164724_length_3325_cov_8.959700,GR15,78.611,
G3_NODE_1513299_length_3552_cov_8.244932,GR9,78.859,
G3_NODE_2199125_length_539_cov_11.204082,GR2,78.907,
G3_NODE_1369742_length_802_cov_10.862843,GR6,78.958,
G3_NODE_3194262_length_1044_cov_9.329502,GR1,79.123,
G3_NODE_875636_length_747_cov_11.943775,GR19,79.157,
G3_NODE_1133527_length_720_cov_5.748611,GR11,79.213,
G3_NODE_2463975_length_190_cov_7.763158,GR19,79.356,
G3_NODE_2503255_length_1585_cov_12.215142,GR14,79.519,
G3_NODE_5587826_length_3442_cov_7.171993,GR8,79.707,
G3_NODE_533251_length_2304_cov_9.901042,GR7,79.711,
G3_NODE_427293_length_1461_cov_9.704312,GR16,80.005,
G3_NODE_3769718_length_539_cov_11.682746,GR7,80.098,
G3_NODE_2723901_length_2931_cov_15.131013,GR4,80.108,
G3_NODE_2826863_length_1142_cov_5.605955,GR6,80.175,
G3_NODE_3356289_length_3158_cov_6.745409,GR19,80.198,
G3_NODE_838582_length_391_cov_6.109974,GR12,80.216,
G3_NODE_4946872_length_2001_cov_8.335332,GR2,80.489,
G3_NODE_2742770_length_927_cov_18.536139,GR3,80.726,
G3_NODE_4867097_length_2356_cov_7.341681,GR14,80.734,
G3_NODE_1259312_length_51_cov_38.843136,GR2,80.836,
G3_NODE_4619889_length_197_cov_25.456852,GR19,80.872,
G3_NODE_1994529_length_6841_cov_9.735711,GR17,80.911,
G3_NODE_918071_length_3548_cov_6.135005,GR7,80.94,
G3_NODE_472594_length_505_cov_11.839604,GR3,80.986,
G3_NODE_5564492_length_1481_cov_8.953410,GR6,81.052,
G3_NODE_398736_length_7383_cov_10.981851,GR4,81.342,
G3_NODE_2612996_length_427_cov_12.407495,GR6,81.406,
G3_NODE_1480453_length_104_cov_6.798077,GR8,81.544,
G3_NODE_2890590_length_2719_cov_8.397204,GR1,81.635,
G3_NODE_4845052_length_91_cov_14.395604,GR20,81.672,
G3_NODE_1086510_length_1309_cov_7.830405,GR2,81.7,
G3_NODE_1379506_length_580_cov_14.517241,GR13,81.794,
G3_NODE_1102225_length_4044_cov_9.642433,GR4,81.87,
G3_NODE_2239758_length_974_cov_7.197125,GR19,81.93,
G3_NODE_3534990_length_337_cov_5.988131,GR19,82.366,
G3_NODE_5254768_length_3390_cov_7.499705,GR7,82.435,
G3_NODE_4080192_length_146_cov_23.575342,GR19,82.698,
G3_NODE_2116256_length_779_cov_7.571245,GR12,82.722,
G3_NODE_2475968_length_3635_cov_6.340027,GR2,82.739,
G3_NODE_1403702_length_559_cov_9.538462,GR8,82.771,
G3_NODE_3570862_length_2395_cov_8.118581,GR14,82.835,
G3_NODE_767665_length_259_cov_10.864865,GR18,83.207,
G3_NODE_3470877_length_79_cov_11.088608,GR11,83.285,
G3_NODE_1191396_length_702_cov_11.921653,GR20,83.366,
G3_NODE_72812_length_431_cov_11.663573,GR6,83.402,
G3_NODE_1159263_length_2891_cov_8.451401,GR15,83.991,
G3_NODE_391016_length_624_cov_39.062500,GR4,84.213,
G3_NODE_1620903_length_2568_cov_8.834501,GR9,84.442,
G3_NODE_1186227_length_1781_cov_10.006176,GR2,84.451,
G3_NODE_2505381_length_1122_cov_9.180927,GR6,84.493,
G3_NODE_3097801_length_947_cov_12.495248,GR8,84.509,
G3_NODE_1772806_length_1187_cov_7.991575,GR2,84.672,
G3_NODE_3198748_length_540_cov_15.083333,GR4,84.887,
G3_NODE_2931898_length_2577_cov_8.409390,GR15,84.91,
G3_NODE_2174319_length_1576_cov_7.238579,GR19,84.923,
G3_NODE_1421826_length_2363_cov_8.438003,GR11,84.946,
G3_NODE_947662_length_2314_cov_9.241573,GR14,85.006,
G3_NODE_3457775_length_4175_cov_8.821318,GR6,85.495,
G3_NODE_1417466_length_484_cov_13.487603,GR2,85.572,
G3_NODE_4041185_length_2588_cov_7.840417,GR4,85.758,
G3_NODE_3091110_length_1862_cov_6.650376,GR19,85.778,
G3_NODE_4185024_length_389_cov_10.987146,GR1,85.942,
G3_NODE_4518330_length_10588_cov_7.615791,GR19,86.134,
G3_NODE_2414454_length_1961_cov_7.878633,GR7,86.172,
G3_NODE_200587_length_1223_cov_11.130826,GR17,86.249,
G3_NODE_4334433_length_4891_cov_9.198323,GR6,86.249,
G3_NODE_1088515_length_1388_cov_10.909943,GR20,86.311,
G3_NODE_199166_length_7027_cov_10.312224,GR1,86.313,
G3_NODE_1584492_length_2974_cov_9.269334,GR12,86.368,
G3_NODE_5883715_length_648_cov_10.961420,GR11,86.722,
G3_NODE_520005_length_667_cov_9.094453,GR2,86.877,
G3_NODE_3107383_length_4269_cov_8.559147,GR4,87.46,
G3_NODE_1699108_length_1114_cov_10.675045,GR9,87.498,
G3_NODE_2627174_length_1481_cov_7.935179,GR10,87.517,
G3_NODE_2808416_length_425_cov_7.294117,GR15,87.648,
G3_NODE_1505796_length_2188_cov_8.513711,GR6,87.661,
G3_NODE_3529500_length_2194_cov_8.001368,GR17,87.665,
G3_NODE_839453_length_2648_cov_7.647281,GR20,87.687,
G3_NODE_5119550_length_1176_cov_8.413265,GR14,87.855,
G3_NODE_3463297_length_717_cov_11.450488,GR19,87.98,
G3_NODE_2938219_length_456_cov_4.190790,GR8,88.005,
G3_NODE_2892853_length_3525_cov_6.269787,GR19,88.269,
G3_NODE_4351164_length_1773_cov_6.806542,GR7,88.494,
G3_NODE_3191189_length_1615_cov_7.227244,GR15,88.533,
G3_NODE_2949997_length_4652_cov_6.923259,GR2,88.549,
G3_NODE_2846999_length_1541_cov_7.772875,GR14,88.578,
G3_NODE_2456294_length_569_cov_7.026362,GR3,88.617,
G3_NODE_4283657_length_1679_cov_7.490173,GR2,88.676,
G3_NODE_5794126_length_5532_cov_8.058207,GR17,88.701,
G3_NODE_992772_length_2467_cov_9.637211,GR1,88.849,
G3_NODE_1709722_length_698_cov_7.613181,GR3,88.893,
G3_NODE_1609959_length_510_cov_26.549019,GR9,89.036,
G3_NODE_4298339_length_5228_cov_8.963083,GR10,89.16,
G3_NODE_216950_length_4453_cov_8.273523,GR6,89.335,
G3_NODE_1101767_length_1865_cov_8.361394,GR12,89.457,
G3_NODE_5397943_length_1123_cov_7.024933,GR17,89.535,
G3_NODE_3633133_length_500_cov_8.068000,GR11,90.053,
G3_NODE_3451675_length_1496_cov_7.437166,GR2,90.104,
G3_NODE_5672476_length_5752_cov_7.003999,GR2,90.113,
G3_NODE_2059654_length_767_cov_8.585398,GR7,90.432,
G3_NODE_470950_length_590_cov_13.496611,GR11,90.677,
G3_NODE_1828565_length_1383_cov_7.220535,GR4,90.743,
G3_NODE_4823410_length_100_cov_17.610001,GR12,90.956,
G3_NODE_5399362_length_219_cov_7.981735,GR11,91.113,
G3_NODE_1468131_length_982_cov_9.442973,GR2,91.141,
G3_NODE_1738271_length_157_cov_13.273886,GR1,91.205,
G3_NODE_3252216_length_1535_cov_7.757003,GR14,91.211,
G3_NODE_1596768_length_4044_cov_6.925322,GR2,91.264,
G3_NODE_397808_length_1756_cov_9.344533,GR6,91.269,
G3_NODE_430592_length_836_cov_8.382775,GR17,91.302,
G3_NODE_4924527_length_4224_cov_7.964489,GR2,91.511,
G3_NODE_953407_length_5963_cov_7.486332,GR4,91.626,
G3_NODE_823467_length_658_cov_8.448328,GR14,91.662,
G3_NODE_4001923_length_1161_cov_7.146426,GR15,91.78,
G3_NODE_3752503_length_5293_cov_7.480635,GR19,91.904,
G3_NODE_1303869_length_1581_cov_6.504744,GR18,92.09,
G3_NODE_604413_length_2321_cov_7.695821,GR7,92.28,
G3_NODE_1081990_length_933_cov_12.513397,GR2,92.332,
G3_NODE_5010866_length_4860_cov_8.361729,GR14,92.826,
G3_NODE_1616935_length_1029_cov_7.350826,GR4,92.953,
G3_NODE_5138187_length_2077_cov_7.213770,GR17,93.072,
G3_NODE_4728777_length_3545_cov_7.718194,GR2,93.251,
G3_NODE_4820172_length_6328_cov_9.024020,GR1,93.357,
G3_NODE_326980_length_1318_cov_12.321699,GR4,93.515,
G3_NODE_1476716_length_1184_cov_8.640203,GR9,93.527,
G3_NODE_3350147_length_1644_cov_5.276156,GR2,93.69,
G3_NODE_4903307_length_2090_cov_7.262680,GR10,93.741,
G3_NODE_4071601_length_1938_cov_5.663054,GR3,93.876,
G3_NODE_1203474_length_597_cov_15.269682,GR14,93.928,
G3_NODE_620943_length_3608_cov_10.037971,GR6,93.98,
G3_NODE_953672_length_239_cov_11.527197,GR2,93.986,
G3_NODE_5675800_length_526_cov_5.323194,GR14,94.232,
G3_NODE_2007788_length_4411_cov_9.369304,GR4,94.348,
G3_NODE_2228524_length_448_cov_11.002233,GR2,94.362,
G3_NODE_3299986_length_3913_cov_7.278303,GR7,94.445,
G3_NODE_833642_length_1720_cov_11.672093,GR15,94.448,
G3_NODE_2149575_length_4409_cov_8.437287,GR1,94.453,
G3_NODE_388510_length_2045_cov_8.027873,GR2,94.529,
G3_NODE_927268_length_1394_cov_12.491392,GR20,94.736,
G3_NODE_2652231_length_127_cov_8.661417,GR14,94.889,
G3_NODE_641358_length_4223_cov_10.726025,GR4,94.999,
G3_NODE_773862_length_97_cov_26.556702,GR12,95.18,
G3_NODE_1114466_length_243_cov_12.938272,GR17,95.201,
G3_NODE_1063892_length_3160_cov_8.560126,GR17,95.22,
G3_NODE_1423018_length_94_cov_14.808511,GR4,95.353,
G3_NODE_2505736_length_3421_cov_8.287635,GR14,95.404,
G3_NODE_2943484_length_2170_cov_8.110138,GR15,95.477,
G3_NODE_81894_length_2573_cov_8.028760,GR18,95.651,
G3_NODE_4203498_length_7221_cov_9.217144,GR7,95.711,
